1.000000,0.000000,1.000000
0.998027,0.062791,1.001000
0.992115,0.125333,1.002000
0.982287,0.187381,1.003000
0.968583,0.248690,1.004000
0.951057,0.309017,1.005000
0.929776,0.368125,1.006000
0.904827,0.425779,1.007000
0.876307,0.481754,1.008000
0.844328,0.535827,1.009000
0.809017,0.587785,1.010000
0.770513,0.637424,1.011000
0.728969,0.684547,1.012000
0.684547,0.728969,1.013000
0.637424,0.770513,1.014000
0.587785,0.809017,1.015000
0.535827,0.844328,1.016000
0.481754,0.876307,1.017000
0.425779,0.904827,1.018000
0.368125,0.929776,1.019000
0.309017,0.951057,1.020000
0.248690,0.968583,1.021000
0.187381,0.982287,1.022000
0.125333,0.992115,1.023000
0.062790,0.998027,1.024000
-0.000000,1.000000,1.025000
-0.062790,0.998027,1.026000
-0.125333,0.992115,1.027000
-0.187381,0.982287,1.028000
-0.248690,0.968583,1.029000
-0.309017,0.951056,1.030000
-0.368125,0.929776,1.031000
-0.425779,0.904827,1.032000
-0.481754,0.876307,1.033000
-0.535827,0.844328,1.034000
-0.587785,0.809017,1.035000
-0.637424,0.770513,1.036000
-0.684547,0.728969,1.037000
-0.728969,0.684547,1.038000
-0.770513,0.637424,1.039000
-0.809017,0.587785,1.040000
-0.844328,0.535827,1.041000
-0.876307,0.481754,1.042000
-0.904827,0.425779,1.043000
-0.929777,0.368124,1.044000
-0.951056,0.309017,1.045000
-0.968583,0.248690,1.046000
-0.982287,0.187381,1.047000
-0.992115,0.125333,1.048000
-0.998027,0.062790,1.049000
-1.000000,-0.000000,1.050000
-0.998027,-0.062791,1.051000
-0.992115,-0.125333,1.052000
-0.982287,-0.187381,1.053000
-0.968583,-0.248690,1.054000
-0.951056,-0.309017,1.055000
-0.929776,-0.368125,1.056000
-0.904827,-0.425780,1.057000
-0.876307,-0.481754,1.058000
-0.844328,-0.535827,1.059000
-0.809017,-0.587785,1.060000
-0.770513,-0.637424,1.061000
-0.728969,-0.684547,1.062000
-0.684547,-0.728969,1.063000
-0.637424,-0.770513,1.064000
-0.587785,-0.809017,1.065000
-0.535827,-0.844328,1.066000
-0.481754,-0.876307,1.067000
-0.425779,-0.904827,1.068000
-0.368124,-0.929777,1.069000
-0.309017,-0.951056,1.070000
-0.248690,-0.968583,1.071000
-0.187381,-0.982287,1.072000
-0.125333,-0.992115,1.073000
-0.062791,-0.998027,1.074000
0.000000,-1.000000,1.075000
0.062791,-0.998027,1.076000
0.125334,-0.992115,1.077000
0.187381,-0.982287,1.078000
0.248690,-0.968583,1.079000
0.309017,-0.951056,1.080000
0.368124,-0.929777,1.081000
0.425779,-0.904827,1.082000
0.481754,-0.876307,1.083000
0.535827,-0.844328,1.084000
0.587785,-0.809017,1.085000
0.637424,-0.770513,1.086000
0.684547,-0.728968,1.087000
0.728969,-0.684547,1.088000
0.770513,-0.637424,1.089000
0.809017,-0.587785,1.090000
0.844328,-0.535826,1.091000
0.876307,-0.481753,1.092000
0.904827,-0.425779,1.093000
0.929776,-0.368125,1.094000
0.951057,-0.309016,1.095000
0.968583,-0.248690,1.096000
0.982287,-0.187381,1.097000
0.992115,-0.125333,1.098000
0.998027,-0.062790,1.099000
1.000000,0.000000,1.100000
0.998027,0.062791,1.101000
0.992115,0.125333,1.102000
0.982287,0.187382,1.103000
0.968583,0.248690,1.104000
0.951056,0.309017,1.105000
0.929776,0.368125,1.106000
0.904827,0.425780,1.107000
0.876307,0.481754,1.108000
0.844328,0.535827,1.109000
0.809017,0.587786,1.110000
0.770513,0.637424,1.111000
0.728969,0.684547,1.112000
0.684547,0.728969,1.113000
0.637424,0.770514,1.114000
0.587785,0.809017,1.115000
0.535827,0.844328,1.116000
0.481754,0.876307,1.117000
0.425779,0.904827,1.118000
0.368124,0.929777,1.119000
0.309017,0.951057,1.120000
0.248690,0.968583,1.121000
0.187381,0.982287,1.122000
0.125333,0.992115,1.123000
0.062790,0.998027,1.124000
0.000000,1.000000,1.125000
-0.062790,0.998027,1.126000
-0.125333,0.992115,1.127000
-0.187382,0.982287,1.128000
-0.248690,0.968583,1.129000
-0.309017,0.951056,1.130000
-0.368125,0.929776,1.131000
-0.425779,0.904827,1.132000
-0.481753,0.876307,1.133000
-0.535826,0.844328,1.134000
-0.587786,0.809017,1.135000
-0.637424,0.770513,1.136000
-0.684548,0.728968,1.137000
-0.728969,0.684547,1.138000
-0.770514,0.637423,1.139000
-0.809017,0.587785,1.140000
-0.844328,0.535827,1.141000
-0.876307,0.481754,1.142000
-0.904827,0.425779,1.143000
-0.929777,0.368124,1.144000
-0.951057,0.309016,1.145000
-0.968583,0.248689,1.146000
-0.982287,0.187381,1.147000
-0.992115,0.125333,1.148000
-0.998027,0.062791,1.149000
-1.000000,-0.000000,1.150000
-0.998027,-0.062791,1.151000
-0.992115,-0.125333,1.152000
-0.982287,-0.187382,1.153000
-0.968583,-0.248691,1.154000
-0.951056,-0.309017,1.155000
-0.929776,-0.368125,1.156000
-0.904827,-0.425779,1.157000
-0.876307,-0.481754,1.158000
-0.844328,-0.535827,1.159000
-0.809017,-0.587785,1.160000
-0.770513,-0.637424,1.161000
-0.728969,-0.684547,1.162000
-0.684547,-0.728969,1.163000
-0.637424,-0.770513,1.164000
-0.587785,-0.809017,1.165000
-0.535826,-0.844328,1.166000
-0.481753,-0.876307,1.167000
-0.425779,-0.904827,1.168000
-0.368124,-0.929777,1.169000
-0.309017,-0.951056,1.170000
-0.248690,-0.968583,1.171000
-0.187381,-0.982287,1.172000
-0.125333,-0.992115,1.173000
-0.062790,-0.998027,1.174000
0.000001,-1.000000,1.175000
0.062791,-0.998027,1.176000
0.125333,-0.992115,1.177000
0.187381,-0.982287,1.178000
0.248690,-0.968583,1.179000
0.309017,-0.951057,1.180000
0.368125,-0.929776,1.181000
0.425780,-0.904827,1.182000
0.481754,-0.876306,1.183000
0.535828,-0.844327,1.184000
0.587785,-0.809017,1.185000
0.637424,-0.770513,1.186000
0.684547,-0.728969,1.187000
0.728969,-0.684547,1.188000
0.770513,-0.637424,1.189000
0.809018,-0.587784,1.190000
0.844329,-0.535826,1.191000
0.876307,-0.481754,1.192000
0.904827,-0.425779,1.193000
0.929777,-0.368124,1.194000
0.951057,-0.309017,1.195000
0.968583,-0.248690,1.196000
0.982287,-0.187381,1.197000
0.992115,-0.125333,1.198000
0.998027,-0.062790,1.199000
1.000000,0.000000,1.200000
0.998027,0.062791,1.201000
0.992115,0.125334,1.202000
0.982287,0.187382,1.203000
0.968583,0.248690,1.204000
0.951056,0.309017,1.205000
0.929776,0.368125,1.206000
0.904827,0.425780,1.207000
0.876307,0.481753,1.208000
0.844328,0.535827,1.209000
0.809017,0.587786,1.210000
0.770513,0.637424,1.211000
0.728968,0.684548,1.212000
0.684547,0.728969,1.213000
0.637423,0.770514,1.214000
0.587785,0.809017,1.215000
0.535827,0.844328,1.216000
0.481754,0.876307,1.217000
0.425779,0.904827,1.218000
0.368124,0.929777,1.219000
0.309016,0.951057,1.220000
0.248689,0.968583,1.221000
0.187380,0.982287,1.222000
0.125333,0.992115,1.223000
0.062791,0.998027,1.224000
-0.000000,1.000000,1.225000
-0.062791,0.998027,1.226000
-0.125334,0.992115,1.227000
-0.187382,0.982287,1.228000
-0.248691,0.968583,1.229000
-0.309017,0.951056,1.230000
-0.368125,0.929776,1.231000
-0.425779,0.904827,1.232000
-0.481754,0.876307,1.233000
-0.535827,0.844328,1.234000
-0.587785,0.809017,1.235000
-0.637424,0.770513,1.236000
-0.684548,0.728968,1.237000
